Price,Close,High,Low,Open,Volume
Ticker,LRCX,LRCX,LRCX,LRCX,LRCX
Date,,,,,
2020-01-02,27.715723037719727,27.893429666204476,27.3993864637532,27.519407957919398,15064000
2020-01-03,27.418001174926758,27.615246189946387,27.141672885659634,27.172375240200427,9622000
2020-01-06,26.906278610229492,27.17051120177252,26.752761527755002,26.962102197220293,13405000
2020-01-07,27.562219619750977,27.776211578230942,27.110044350743546,27.143538157855076,15595000
2020-01-08,27.909252166748047,28.067420484869288,27.465451340559593,27.677581693679887,15537000
2020-01-09,27.719449996948242,28.273040001005064,27.30728318682286,28.109288790484396,13748000
2020-01-10,27.38543701171875,28.031135862101912,27.256111263564197,27.82923784775848,14052000
2020-01-13,27.65990447998047,27.66362581599927,27.21517199563544,27.389157320363726,13994000
2020-01-14,27.982755661010742,28.318630658676856,27.608733861191958,27.925070512575004,17319000
2020-01-15,27.757600784301758,27.963220161010053,27.60687689037641,27.84505840627085,10829000
2020-01-16,28.46562957763672,28.587512641088136,28.000428887712015,28.081373708381324,16068000
2020-01-17,28.656368255615234,28.7019595093598,28.113014067902565,28.567980743441492,19299000
2020-01-21,28.719633102416992,29.020152739848285,28.59216890803406,28.674043628351566,15000000
2020-01-22,28.96711540222168,29.341135355530934,28.912221710180308,28.93548138824536,15040000
2020-01-23,29.067604064941406,29.091793637822136,28.614497216282917,29.028527372487908,15566000
2020-01-24,28.520526885986328,29.46860694913642,28.25722415653426,29.390453564052414,16322000
2020-01-27,27.33426284790039,27.789229437075264,27.23191812457929,27.635712352093616,19109000
2020-01-28,28.069278717041016,28.214421454413298,27.294254227463295,27.798531585331194,18150000
2020-01-29,27.74643898010254,28.283280429599646,27.531515357427082,28.11952918254217,18080000
2020-01-30,28.930831909179688,29.67980534639333,28.4479544032491,29.623981757322717,39431000
2020-01-31,27.74550437927246,28.746616665735658,27.6580467596045,28.65636760001657,24365000
2020-02-03,28.697303771972656,28.803369841230182,27.912045032820508,27.912045032820508,19454000
2020-02-04,30.275264739990234,30.407380158925974,29.41185086817374,29.452789114996065,25310000
2020-02-05,30.295734405517578,30.938640063979268,30.117096065209786,30.81769042237931,21572000
2020-02-06,30.10034942626953,30.410173285744634,30.05196673270108,30.331086463503887,12625000
2020-02-07,29.34486198425293,29.891935640594525,29.281593948714164,29.83146082529412,16026000
2020-02-10,29.757028579711914,29.762611470950922,29.12156388140103,29.212744598105292,10884000
2020-02-11,30.300386428833008,30.408310502518606,30.039871599426377,30.039871599426377,15207000
2020-02-12,31.133087158203125,31.18518939913899,30.517159168284156,30.517159168284156,16872000
2020-02-13,31.780654907226562,32.03558329650272,31.0400539882812,31.173102849138477,21102000
2020-02-14,31.56852912902832,32.02535740219534,31.332205598624817,31.772285193561395,11099000
2020-02-18,30.269681930541992,30.889329653078345,30.051966906623825,30.074298472769257,27494000
2020-02-19,31.061460494995117,31.206605068651438,30.731168303552867,30.813044820723125,15396000
2020-02-20,30.562753677368164,31.07912672136409,30.146865571317203,30.88467317586647,18878000
2020-02-21,29.475122451782227,30.4278520549338,29.329979676972375,30.351561992834064,21606000
2020-02-24,27.9548397064209,28.406084948161677,27.458004995353708,27.837609642438693,31022000
2020-02-25,27.188188552856445,28.554018127493862,26.924884088768962,28.45353496555157,25498000
2020-02-26,27.5957088470459,28.342820796561536,27.411489389305054,27.56221504549304,23796000
2020-02-27,26.58156394958496,27.33146714463495,26.238246364296728,26.575981059284455,28722000
2020-02-28,27.300769805908203,27.395670085429746,25.461365053788423,25.66233317008096,31956000
2020-03-02,27.9427490234375,27.96321726009405,26.425263700017172,27.5994295793343,23473000
2020-03-03,27.11747932434082,28.684275307989154,26.850453510058646,27.939954892198912,25103000
2020-03-04,28.492616653442383,28.498197770652332,27.335195870902236,27.806909413047276,19170000
2020-03-05,27.83110237121582,28.8098848692595,27.539886934213687,27.712010728446224,20370000
2020-03-06,27.391948699951172,27.788300265895867,26.539700642704787,27.05328227865851,20486000
2020-03-09,24.89754295349121,26.354551606397713,24.863117489463814,25.39995881245901,26495000
2020-03-10,26.755556106567383,26.782537125609316,24.882657418807433,25.6493094814476,23725000
2020-03-11,25.73769187927246,26.468986665579116,25.360878704868824,25.91539851764263,31441000
2020-03-12,22.12959861755371,24.710532427656418,22.09238348188948,23.917831049788806,36844000
