Price,Close,High,Low,Open,Volume
Ticker,MRVL,MRVL,MRVL,MRVL,MRVL
Date,,,,,
2020-01-02,26.647842407226562,26.65757522429915,26.10281764557694,26.278004640193437,6503200
2020-01-03,25.956825256347656,26.336395784215217,25.76217265642622,25.898430218909134,9732300
2020-01-06,24.99329948425293,25.596719219469588,24.905705997472314,25.586988259911585,10432100
2020-01-07,25.54805564880371,25.68431135156702,25.100357278955855,25.178217945726992,7493800
2020-01-08,25.35340690612793,25.723246521746127,25.217151182660704,25.53832671393703,7860800
2020-01-09,25.402067184448242,25.76217207289812,25.17821799905024,25.76217207289812,8521300
2020-01-10,25.791370391845703,25.88869668912161,25.343672023259128,25.499393356362695,7200900
2020-01-13,26.784093856811523,26.803559486499413,25.937357528834525,26.015218191241463,11619100
2020-01-14,26.774364471435547,27.17340064942583,26.579711862313278,26.871690775996683,11438200
2020-01-15,26.00548553466797,26.657569282423918,25.90816109832544,26.618639879155833,11387900
2020-01-16,27.49456787109375,27.601626959489245,26.35585472040884,26.39478597304149,23666400
2020-01-17,27.728160858154297,28.088267663009955,27.484846001354406,27.7378936751877,11551200
2020-01-21,26.774364471435547,27.543238379144313,26.50185118993334,27.436181114837435,16252500
2020-01-22,27.03714370727539,27.38751578887876,26.8716895539493,26.939817407140378,7084300
2020-01-23,27.270729064941406,27.29019469862939,26.657574598185004,27.066343623907606,6735100
2020-01-24,26.579710006713867,27.58216771792309,26.239068892703376,27.552969271689715,7317200
2020-01-27,25.178220748901367,25.703779844032585,25.14902229948216,25.55779130962641,8398100
2020-01-28,25.625917434692383,25.88869789265021,25.36313697673456,25.48966172597861,6130600
2020-01-29,24.419071197509766,25.48965658886245,24.370408984589183,25.41179593438286,17658200
2020-01-30,24.136823654174805,24.545592528695483,23.523671270565945,24.25361555675685,17019000
2020-01-31,23.39715003967285,24.127094376672463,23.27062531504003,24.127094376672463,10871000
2020-02-03,23.562602996826172,23.84484903977086,23.465278567453726,23.659929282543118,9256100
2020-02-04,24.097896575927734,24.506665489774804,23.854581790455537,24.185490047205285,10544100
2020-02-05,25.14902114868164,25.35340471622886,24.350948797858475,24.652658669337875,10777700
2020-02-06,25.061426162719727,25.30474097983351,24.788912899268183,25.20741468171905,4263900
2020-02-07,23.377689361572266,23.805922126713465,23.22196801854913,23.582072928160816,20910400
2020-02-10,23.504207611083984,23.504207611083984,22.832658291811736,23.144102772646388,13403400
2020-02-11,24.8181095123291,25.090622755650493,23.932443791965316,23.95190942141926,19616800
2020-02-12,24.79863929748535,25.1003509291997,24.574790169189612,24.95436059163406,9362400
2020-02-13,24.54560089111328,24.837579818870257,24.117368100554962,24.4482764382059,6782600
2020-02-14,24.448272705078125,24.808377581077103,24.088165972734483,24.672121882736374,5264500
2020-02-18,24.12709617614746,24.302281270763892,23.903245151950287,24.049233658969605,6081400
2020-02-19,24.535863876342773,24.837575569035078,24.36067877727758,24.46773602842665,6274800
2020-02-20,24.457998275756836,24.808372115840214,24.078427853229343,24.487196714545203,5778000
2020-02-21,23.77672576904297,24.312017658908434,23.582073160176513,24.302284842830627,6709900
2020-02-24,22.34603500366211,22.793735294378124,21.869138118914503,22.316838409630517,13623000
2020-02-25,22.044326782226562,22.82293547761406,21.947000463259986,22.735341976178653,12658300
2020-02-26,21.762081146240234,22.725607745781502,21.586894154260907,22.209779586769603,11222100
2020-02-27,20.000476837158203,21.129457418210116,19.990745878245335,21.032132978323848,20046800
2020-02-28,20.730417251586914,20.769348505062478,18.978551684762003,19.066145148737682,23321800
2020-03-02,21.372772216796875,21.411703477801968,20.234060677568316,21.02240014947451,13312400
2020-03-03,20.730417251586914,22.112445192115665,20.69148785445569,21.52849124073692,12016700
2020-03-04,21.985925674438477,21.99565848928745,21.139189346024008,21.197586235117846,10687000
2020-03-05,24.26335334777832,25.110087853919794,23.67939742775455,23.796189354297184,30864700
2020-03-06,23.44581413269043,24.01030439097405,22.65747470530261,23.854583068436817,14684700
2020-03-09,21.625822067260742,22.891060334812426,21.41170567875733,21.557694209843515,13199100
2020-03-10,22.5893497467041,22.59908256344988,21.65502161524906,22.50175810868205,14173500
2020-03-11,21.42144012451172,22.29737323400488,21.255985948336175,22.083256829213894,10320600
2020-03-12,19.03695297241211,20.72069311234912,19.00775637904314,19.951817310320465,13800400
2020-03-13,20.224328994750977,20.43844537323406,18.44326454362294,20.282724033183673,12543800
2020-03-16,17.2656192779541,18.696309740789033,17.246153646973962,18.12208847763284,9805500
2020-03-17,18.316736221313477,18.6379116545543,16.72059186900688,17.645186913139227,11453700
2020-03-18,16.788724899291992,18.024764801168466,16.010118110268632,16.84711994438249,10930700
2020-03-19,18.336206436157227,18.998023095996285,16.438349947286103,16.866584584184004,10526400
2020-03-20,18.170745849609375,19.29972615634621,17.937163909216675,18.550316270704478,12976100
2020-03-23,18.452993392944336,18.59898375684904,17.343478507873954,18.19994763655725,9422000
2020-03-24,21.27544593811035,21.47009665727783,19.59170617206167,19.659835872932053,13566500
2020-03-25,21.02239418029785,22.4822826392582,20.876405705670653,21.421430210572815,11585600
2020-03-26,22.560144424438477,22.618539445975518,20.944534596607674,21.440896920533177,9346200
2020-03-27,21.752344131469727,22.54068358689513,21.304643920994113,21.849670425603094,10962300
2020-03-30,22.092987060546875,22.433626333678212,21.60635740596518,22.063788612987842,7438200
2020-03-31,22.024858474731445,22.949455608208297,21.63555510244721,22.044324107431883,14404300
2020-04-01,21.061328887939453,22.054053736031904,20.808281268444635,21.21705021434478,8253400
2020-04-02,22.10561752319336,22.281291605634344,20.77830574981804,20.77830574981804,9597300
2020-04-03,21.89090347290039,22.33008677101123,21.617632500082426,21.91042322699586,7963400
2020-04-06,23.267013549804688,23.413407976586207,22.398405004262365,22.866867914565677,10362600
2020-04-07,23.296293258666992,24.096584531855566,22.974224774054367,23.911150597834315,8847000
2020-04-08,24.1453800201416,24.22345716554724,23.286531420679594,23.618359754030045,6998100
2020-04-09,23.696435928344727,24.682161012136664,23.306048355808823,24.486967225868714,9993500
2020-04-13,23.9209041595459,23.9209041595459,23.47195925804048,23.79402765762899,6679400
2020-04-14,24.91639518737793,25.082309365556547,24.252738474663456,24.496729803661065,9367900
2020-04-15,24.545528411865234,24.730962351337133,24.213700040812867,24.70168272041856,8106700
2020-04-16,25.170148849487305,25.248226007926515,24.262500719190044,24.643126633892912,12789200
2020-04-17,25.336057662963867,25.960676705219075,25.08230832941404,25.697165634025755,4888400
2020-04-20,25.599563598632812,25.98019124561197,24.828552153506287,25.033503926759504,9800600
2020-04-21,24.672401428222656,25.501970375899575,24.26249596142089,25.28725869767234,10118700
2020-04-22,26.00947380065918,26.02899355261609,25.228702337442883,25.61908806905103,9736700
2020-04-23,25.785001754760742,26.341301644571995,25.589807961859336,25.863078899620113,9032300
2020-04-24,26.477933883666992,26.54625300830463,25.50196872691323,25.833797029129972,8053800
2020-04-27,26.770727157592773,27.385584447230237,26.51697596871678,26.88784194537801,10696000
2020-04-28,26.233943939208984,27.278228274129546,26.17538654802378,27.25870852323251,10343200
2020-04-29,27.08303451538086,27.287986315487935,26.55601240966683,26.643849427285836,9784600
2020-04-30,26.09731101989746,26.97567938802073,26.087551143845356,26.965919511968625,7945800
2020-05-01,24.818796157836914,25.736203997516945,24.535765346917326,25.43365343518788,11143200
2020-05-04,25.08230972290039,25.101827614753624,24.428412877410587,24.467450522623192,6958500
2020-05-05,25.638608932495117,25.911878025714604,25.365337977769546,25.609329303290423,7724900
2020-05-06,25.96068000793457,26.526739865379106,25.93140037579724,26.0485170428403,7844100
2020-05-07,25.804519653320312,26.36081950318347,25.60932587443584,26.25346273864643,7495900
2020-05-08,26.204666137695312,26.35106054620639,25.775240926091037,25.775240926091037,9201400
2020-05-11,25.706926345825195,26.097312096483805,25.541012169107024,25.90212015190755,9062000
2020-05-12,25.423898696899414,26.194912279819246,25.384861047698056,26.0094783269704,9157700
2020-05-13,25.160381317138672,25.784998394617347,24.799273405780237,25.61908425072386,8089500
